欠压160V,欠压180V,欠压200V,正常220V,老化10Ω,老化50Ω,线圈卡涩,过压240V
5.77000 ,6.48333 ,7.31333 ,8.07667 ,7.28000 ,5.74333 ,7.76333 ,8.64000 
5.77000 ,6.50000 ,7.26667 ,8.07667 ,7.23667 ,5.80333 ,7.75333 ,8.65667 
5.71667 ,6.41667 ,7.26667 ,8.08333 ,7.26000 ,5.80333 ,7.76333 ,8.67000 
5.75333 ,6.42000 ,7.33333 ,8.12000 ,7.28667 ,5.82667 ,7.74000 ,8.76667 
5.80333 ,6.51333 ,7.37000 ,8.12000 ,7.30333 ,5.83333 ,7.79333 ,8.75000 
5.82667 ,6.53000 ,7.34000 ,8.13667 ,7.33333 ,5.78000 ,7.79000 ,8.70667 
5.78333 ,6.53000 ,7.31333 ,8.16000 ,7.26000 ,5.74667 ,7.83000 ,8.67667 
5.72333 ,6.49333 ,7.27333 ,8.13667 ,7.36333 ,5.78333 ,7.84333 ,8.64667 
5.73000 ,6.45333 ,7.26667 ,8.11333 ,7.28667 ,5.81333 ,7.83000 ,8.62667 
5.73333 ,6.42000 ,7.21000 ,8.08333 ,7.23000 ,5.88333 ,7.73333 ,8.62000 
5.71667 ,6.42667 ,7.24667 ,8.14333 ,7.28667 ,5.82667 ,7.71667 ,8.61667 
5.72333 ,6.43333 ,7.26667 ,8.21000 ,7.34000 ,5.79667 ,7.81333 ,8.65667 
5.76000 ,6.44667 ,7.29667 ,8.19667 ,7.39000 ,5.74667 ,7.88000 ,8.71333 
5.74667 ,6.47000 ,7.29667 ,8.15667 ,7.35333 ,5.73000 ,7.86333 ,8.70000 
5.78333 ,6.48333 ,7.32667 ,8.10000 ,7.31000 ,5.75333 ,7.82000 ,8.71333 
5.79000 ,6.49333 ,7.34000 ,8.05333 ,7.27333 ,5.74667 ,7.79000 ,8.61667 
5.76000 ,6.50667 ,7.28000 ,8.05333 ,7.28000 ,5.76000 ,7.77667 ,8.61000 
5.69333 ,6.48333 ,7.22333 ,8.09333 ,7.25667 ,5.77333 ,7.76333 ,8.68667 
5.68667 ,6.39000 ,7.28000 ,8.09000 ,7.27333 ,5.82000 ,7.74667 ,8.70667 
5.79667 ,6.47000 ,7.35000 ,8.14333 ,7.28000 ,5.82667 ,7.72667 ,8.74333 
5.71667 ,6.52000 ,7.37667 ,8.16000 ,7.26667 ,5.79000 ,7.80667 ,8.73000 
5.79667 ,6.53667 ,7.31333 ,8.16000 ,7.36333 ,5.73000 ,7.81333 ,8.67000 
5.77000 ,6.50667 ,7.26000 ,8.16667 ,7.31667 ,5.71333 ,7.83667 ,8.67000 
5.74000 ,6.47667 ,7.27333 ,8.06333 ,7.36000 ,5.79000 ,7.79000 ,8.59667 
5.74000 ,6.44000 ,7.27333 ,8.02667 ,7.28000 ,5.85667 ,7.79333 ,8.62000 
5.72333 ,6.44000 ,7.23667 ,8.12000 ,7.23667 ,5.84000 ,7.75333 ,8.62000 
5.71000 ,6.42667 ,7.24667 ,8.16667 ,7.31667 ,5.81333 ,7.79000 ,8.64667 
5.73333 ,6.44000 ,7.30333 ,8.22333 ,7.38333 ,5.77333 ,7.82667 ,8.68667 
5.74667 ,6.44667 ,7.33333 ,8.15000 ,7.38333 ,5.76667 ,7.90333 ,8.67000 
5.78333 ,6.45333 ,7.34000 ,8.12667 ,7.29333 ,5.74333 ,7.83667 ,8.72000 
5.79000 ,6.50000 ,7.24667 ,8.12667 ,7.28667 ,5.73667 ,7.80667 ,8.66333 
5.80333 ,6.50000 ,7.31000 ,8.11333 ,7.28000 ,5.74333 ,7.76333 ,8.62667 
5.79667 ,6.49333 ,7.28000 ,8.06333 ,7.25000 ,5.78333 ,7.73333 ,8.65333 
5.71667 ,6.42667 ,7.25333 ,8.09000 ,7.26667 ,5.78333 ,7.75333 ,8.70667 
5.76000 ,6.42000 ,7.32000 ,8.11333 ,7.12667 ,5.82000 ,7.75333 ,8.76000 
5.80667 ,6.50667 ,7.37667 ,8.14333 ,7.36000 ,5.75333 ,7.77667 ,8.74333 
5.81333 ,6.52333 ,7.33333 ,8.09000 ,7.31667 ,5.78000 ,7.80667 ,8.66333 
5.79667 ,6.51333 ,7.33333 ,8.15000 ,7.35333 ,5.73000 ,7.82000 ,8.65333 
5.74667 ,6.49000 ,7.26667 ,8.17333 ,7.34000 ,5.79667 ,7.84333 ,8.65333 
5.73333 ,6.45667 ,7.26667 ,8.09000 ,7.31667 ,5.82000 ,7.83667 ,8.62000 
5.73333 ,6.44000 ,7.26667 ,8.05667 ,7.24333 ,5.84667 ,7.74667 ,8.62000 
5.70000 ,6.42000 ,7.26667 ,8.16667 ,7.28667 ,5.82667 ,7.65667 ,8.64000 
5.74000 ,6.41000 ,7.26000 ,8.20333 ,7.26000 ,5.79667 ,7.80000 ,8.68667 
5.74667 ,6.44000 ,7.30333 ,8.18667 ,7.37667 ,5.74667 ,7.86333 ,8.69333 
5.79667 ,6.48333 ,7.31000 ,8.14333 ,7.32333 ,5.75333 ,7.87333 ,8.71333 
5.80333 ,6.50000 ,7.33333 ,8.09000 ,7.35333 ,5.73000 ,7.83667 ,8.73000 
5.78333 ,6.47667 ,7.32667 ,8.11333 ,7.27333 ,5.79667 ,7.79000 ,8.62667 
5.77000 ,6.49000 ,7.27333 ,8.07667 ,7.22333 ,5.78333 ,7.77000 ,8.59000 
5.73000 ,6.49000 ,7.21667 ,8.07667 ,7.19000 ,5.77333 ,7.72667 ,8.65667 
5.68000 ,6.41667 ,7.28333 ,8.05667 ,7.26667 ,5.82667 ,7.73333 ,8.65667 
5.80667 ,6.46333 ,7.34667 ,8.12667 ,7.27333 ,5.82667 ,7.74000 ,8.75667 
5.80667 ,6.53000 ,7.35667 ,8.15000 ,7.32667 ,5.81000 ,7.78333 ,8.71333 
5.79667 ,6.54333 ,7.31333 ,8.14333 ,7.35333 ,5.75333 ,7.80667 ,8.67667 
5.77667 ,6.49333 ,7.31000 ,8.15000 ,7.34667 ,5.70667 ,7.83667 ,8.66333 
5.77000 ,6.47000 ,7.27333 ,8.10667 ,7.34667 ,5.79000 ,7.83000 ,8.62000 
5.71667 ,6.44000 ,7.26000 ,8.05667 ,7.27333 ,5.85000 ,7.80000 ,8.63333 
5.71000 ,6.45333 ,7.24333 ,8.12000 ,7.24333 ,5.85667 ,7.76000 ,8.62667 
5.71000 ,6.42000 ,7.25333 ,8.12000 ,7.31000 ,5.82000 ,7.78333 ,8.65667 
5.76667 ,6.43333 ,7.26667 ,8.20333 ,7.38333 ,5.71667 ,7.84333 ,8.68667 
5.74000 ,6.40333 ,7.30333 ,8.17333 ,7.37000 ,5.76667 ,7.85667 ,8.69333 
5.76000 ,6.48333 ,7.31000 ,8.12667 ,7.32333 ,5.76000 ,7.81333 ,8.72333 
5.79000 ,6.50667 ,7.34667 ,8.10667 ,7.29333 ,5.74333 ,7.81333 ,8.68333 
5.79667 ,6.49000 ,7.31000 ,8.09000 ,7.28000 ,5.73667 ,7.76000 ,8.59667 
5.78333 ,6.50000 ,7.26667 ,8.07667 ,7.23667 ,5.74667 ,7.75333 ,8.63333 
5.70000 ,6.39667 ,7.24667 ,8.08333 ,7.27333 ,5.80333 ,7.72667 ,8.71333 
5.76000 ,6.42000 ,7.32000 ,8.08333 ,7.22000 ,5.82667 ,7.74000 ,8.78667 
5.80667 ,6.50667 ,7.37667 ,8.12667 ,7.32333 ,5.81333 ,7.78333 ,8.73000 
5.82667 ,6.50000 ,7.34667 ,8.18000 ,7.29333 ,5.79667 ,7.80000 ,8.70000 
5.78333 ,6.53667 ,7.29000 ,8.16000 ,7.35333 ,5.73667 ,7.79333 ,8.65333 
5.74667 ,6.49000 ,7.20667 ,8.16667 ,7.32667 ,5.78000 ,7.82000 ,8.65333 
5.72333 ,6.47000 ,7.24667 ,8.06333 ,7.29667 ,5.82000 ,7.82667 ,8.61667 
5.74667 ,6.42667 ,7.23667 ,8.06333 ,7.23000 ,5.87000 ,7.76000 ,8.61000 
5.70333 ,6.44000 ,7.26000 ,8.15667 ,7.24333 ,5.84000 ,7.64333 ,8.65333 
5.74000 ,6.44000 ,7.26667 ,8.18000 ,7.32667 ,5.80333 ,7.78333 ,8.68333 
5.74667 ,6.45333 ,7.29667 ,8.19333 ,7.40000 ,5.76000 ,7.85000 ,8.69333 
5.79667 ,6.46333 ,7.33333 ,8.15667 ,7.34667 ,5.77333 ,7.86667 ,8.65333 
5.77667 ,6.49000 ,7.34000 ,8.10667 ,7.32667 ,5.71667 ,7.82667 ,8.70667 
5.77000 ,6.47000 ,7.32667 ,8.10000 ,7.28000 ,5.74333 ,7.72667 ,8.66333 
5.76667 ,6.49000 ,7.26000 ,8.07667 ,7.28667 ,5.77333 ,7.76333 ,8.59000 
5.76000 ,6.48333 ,7.22333 ,8.08333 ,7.19000 ,5.81000 ,7.74000 ,8.66333 
5.69333 ,6.39667 ,7.29000 ,8.10000 ,7.30333 ,5.84000 ,7.71667 ,8.70000 
5.79000 ,6.44000 ,7.35667 ,8.10000 ,7.26667 ,5.79667 ,7.72667 ,8.76667 
5.79667 ,6.53000 ,7.34667 ,8.15667 ,7.34000 ,5.81000 ,7.79000 ,8.72000 
5.80667 ,6.53667 ,7.30333 ,8.15000 ,7.28667 ,5.73667 ,7.81333 ,8.68333 
5.76667 ,6.51333 ,7.31333 ,8.15667 ,7.33333 ,5.70667 ,7.82667 ,8.64667 
5.78333 ,6.48333 ,7.27333 ,8.11333 ,7.37000 ,5.80333 ,7.81333 ,8.64000 
5.73333 ,6.44000 ,7.26667 ,8.04000 ,7.28000 ,5.82667 ,7.81333 ,8.64000 
5.69333 ,6.41667 ,7.24333 ,8.12000 ,7.25000 ,5.85667 ,7.74000 ,8.60333 
5.71667 ,6.44000 ,7.26000 ,8.18667 ,7.32667 ,5.82667 ,7.77000 ,8.59667 
5.73000 ,6.44000 ,7.28000 ,8.21000 ,7.38333 ,5.79667 ,7.83000 ,8.68333 
5.73000 ,6.39667 ,7.29667 ,8.16667 ,7.38333 ,5.74667 ,7.85000 ,8.71333 
5.77000 ,6.45333 ,7.31333 ,8.15667 ,7.32333 ,5.73667 ,7.82667 ,8.71333 
5.80333 ,6.50667 ,7.34667 ,8.09333 ,7.30333 ,5.75333 ,7.81333 ,8.69333 
5.78333 ,6.51333 ,7.28000 ,8.09333 ,7.25667 ,5.75333 ,7.75333 ,8.64667 
5.77667 ,6.50667 ,7.26667 ,8.06333 ,7.29667 ,5.78000 ,7.74667 ,8.61667 
5.72333 ,6.45333 ,7.20667 ,8.08333 ,7.26000 ,5.79667 ,7.69667 ,8.70000 
5.74000 ,6.39667 ,7.34667 ,8.07667 ,7.27333 ,5.84667 ,7.74667 ,8.75667 
5.82000 ,6.50000 ,7.39333 ,8.12667 ,7.29667 ,5.83333 ,7.77000 ,8.72000 
5.81333 ,6.52000 ,7.33333 ,8.17333 ,7.37667 ,5.84667 ,7.77667 ,8.71333 
5.78333 ,6.52000 ,7.31333 ,8.15000 ,7.35333 ,5.70667 ,7.83000 ,8.66333 
5.71667 ,6.48333 ,7.28333 ,8.16000 ,7.32333 ,5.78000 ,7.83667 ,8.62667 
5.73333 ,6.47000 ,7.28333 ,8.09000 ,7.30333 ,5.84000 ,7.82667 ,8.56000 
5.73000 ,6.45333 ,7.25333 ,8.06333 ,7.23000 ,5.87667 ,7.76333 ,8.62000 
5.70000 ,6.41667 ,7.24333 ,8.15667 ,7.28667 ,5.84000 ,7.67333 ,8.63333 
5.73333 ,6.42000 ,7.26667 ,8.19667 ,7.32667 ,5.73000 ,7.79333 ,8.65667 
5.74667 ,6.44667 ,7.29000 ,8.18000 ,7.40667 ,5.76667 ,7.85667 ,8.70000 
5.77000 ,6.47000 ,7.31333 ,8.15667 ,7.26667 ,5.76000 ,7.85000 ,8.69333 
5.77000 ,6.49333 ,7.34667 ,8.09333 ,7.31000 ,5.73000 ,7.83000 ,8.70667 
5.79667 ,6.47000 ,7.29000 ,8.12000 ,7.28667 ,5.76000 ,7.74000 ,8.64000 
5.78333 ,6.50000 ,7.26667 ,8.06333 ,7.28000 ,5.76000 ,7.76000 ,8.57333 
5.74667 ,6.48333 ,7.22333 ,8.07667 ,7.29667 ,5.79667 ,7.73333 ,8.64667 
5.68000 ,6.39000 ,7.29000 ,8.09333 ,7.25000 ,5.82000 ,7.72667 ,8.71333 
5.79000 ,6.44667 ,7.34000 ,8.13000 ,7.28000 ,5.81333 ,7.75333 ,8.76667 
5.76000 ,6.52000 ,7.37667 ,8.15667 ,7.31000 ,5.81333 ,7.76000 ,8.72000 
5.81333 ,6.55667 ,7.32667 ,8.16000 ,7.31000 ,5.76000 ,7.78333 ,8.60333 
5.77000 ,6.51333 ,7.29667 ,8.16667 ,7.32667 ,5.73000 ,7.82667 ,8.64667 
5.76667 ,6.47000 ,7.22333 ,8.12667 ,7.33333 ,5.81000 ,7.81333 ,8.62000 
4.16000 ,5.46667 ,7.23000 ,7.99667 ,7.32333 ,5.84000 ,7.79333 ,8.65667 
1.62667 ,2.67667 ,4.39667 ,5.36000 ,4.32000 ,4.78667 ,5.40667 ,5.10333 
0.18000 ,0.85000 ,2.07667 ,2.94000 ,2.10667 ,2.07667 ,3.50000 ,2.79333 
-0.10667 ,-0.13000 ,0.56333 ,1.18667 ,0.70333 ,0.53333 ,1.94333 ,1.11667 
-0.08667 ,-0.22000 ,-0.15333 ,0.01667 ,-0.12333 ,-0.13333 ,0.51000 ,0.01667 
-0.05667 ,-0.10000 ,-0.08667 ,-0.10333 ,-0.14000 ,-0.11667 ,-0.29333 ,-0.11000 
-0.07333 ,-0.07333 ,-0.07000 ,-0.12000 ,-0.08000 ,-0.12333 ,-0.23333 ,-0.13667 
-0.06333 ,-0.05667 ,-0.08667 ,-0.09667 ,-0.15333 ,-0.09667 ,-0.17333 ,-0.10000 
-0.05667 ,-0.04000 ,-0.11000 ,-0.11667 ,-0.16000 ,-0.07333 ,-0.14667 ,-0.10000 
-0.05667 ,-0.09333 ,-0.07333 ,-0.09000 ,-0.07333 ,-0.05000 ,-0.18333 ,-0.04333 
-0.06333 ,-0.08667 ,-0.06333 ,-0.05333 ,-0.08000 ,-0.11000 ,-0.12333 ,-0.12333 
-0.03333 ,-0.01333 ,-0.02000 ,-0.05333 ,-0.03000 ,-0.03000 ,-0.06333 ,-0.01333 
0.00333 ,-0.02000 ,0.00333 ,-0.01333 ,-0.04333 ,-0.01333 ,-0.04000 ,-0.02000 
-0.00333 ,-0.00333 ,-0.01333 ,-0.07333 ,-0.02667 ,-0.04333 ,-0.00667 ,-0.07000 
-0.11667 ,-0.01333 ,-0.04333 ,-0.04333 ,-0.00667 ,-0.01333 ,-0.02667 ,-0.02667 
-0.02667 ,-0.03333 ,-0.05667 ,-0.05000 ,-0.03667 ,-0.04333 ,-0.02000 ,-0.05667 
-0.02667 ,-0.01333 ,-0.04333 ,-0.02333 ,-0.05000 ,0.01000 ,-0.02667 ,-0.07333 
-0.06333 ,-0.08000 ,-0.05667 ,0.00667 ,-0.01333 ,-0.00667 ,-0.07000 ,-0.02000 
-0.05000 ,-0.07000 ,-0.04333 ,0.01667 ,-0.00667 ,-0.00667 ,0.01000 ,-0.03333 
-0.03333 ,-0.02667 ,-0.01333 ,0.02333 ,0.04333 ,-0.02000 ,0.01667 ,-0.01333 
0.00333 ,-0.00333 ,-0.01333 ,0.01333 ,0.03667 ,-0.03667 ,0.03000 ,0.01000 
0.01000 ,0.00333 ,0.01000 ,-0.08667 ,-0.02000 ,-0.05000 ,0.03333 ,0.01000 
-0.01333 ,-0.05000 ,0.02333 ,-0.03000 ,0.00000 ,-0.03000 ,-0.00667 ,-0.01333 
-0.00333 ,0.00333 ,-0.01333 ,-0.04333 ,-0.06667 ,-0.02667 ,-0.04333 ,-0.16667 
-0.01333 ,0.01000 ,-0.03333 ,-0.05000 ,0.00000 ,-0.01333 ,-0.05000 ,-0.01333 
-0.04333 ,-0.03333 ,-0.07333 ,-0.03000 ,-0.08000 ,0.01000 ,-0.03333 ,0.00333 
0.01000 ,-0.03333 ,0.00333 ,-0.01667 ,-0.05000 ,0.01000 ,-0.02000 ,0.01000 
-0.05667 ,-0.00333 ,0.04667 ,0.00000 ,-0.01333 ,0.01000 ,-0.02667 ,0.03333 
0.01000 ,0.02333 ,0.00333 ,0.01333 ,0.02333 ,-0.03000 ,-0.02000 ,0.01667 
0.03333 ,0.01667 ,0.01667 ,0.00000 ,0.00667 ,-0.05667 ,0.04667 ,-0.00667 
-0.00333 ,0.00333 ,0.00333 ,0.01667 ,0.00000 ,0.01000 ,0.03333 ,-0.04000 
0.01000 ,-0.01333 ,-0.02000 ,-0.03667 ,-0.00667 ,0.01667 ,0.02333 ,-0.06333 
-0.08000 ,-0.02667 ,-0.04000 ,-0.01333 ,-0.01333 ,0.03667 ,-0.02000 ,-0.04000 
-0.02667 ,-0.08000 ,-0.03333 ,-0.01333 ,-0.02000 ,-0.02000 ,-0.00333 ,-0.00667 
-0.02000 ,-0.00667 ,-0.02667 ,-0.05333 ,0.02333 ,-0.01333 ,0.00333 ,-0.00667 
-0.01333 ,-0.09333 ,-0.00333 ,0.00667 ,0.01667 ,-0.01333 ,0.05333 ,0.02333 
-0.00667 ,-0.03333 ,0.01000 ,0.01667 ,0.01000 ,-0.03000 ,0.03333 ,-0.08000 
-0.00333 ,0.00333 ,0.01667 ,-0.01333 ,0.01000 ,-0.01333 ,-0.00333 ,0.01000 
0.03000 ,0.01667 ,-0.04333 ,0.00000 ,-0.02000 ,-0.03000 ,-0.00667 ,-0.00333 
0.02333 ,0.04667 ,-0.01333 ,-0.00667 ,-0.05667 ,-0.00667 ,-0.00333 ,-0.02000 
-0.00667 ,-0.00667 ,-0.04000 ,-0.03000 ,0.01000 ,-0.05667 ,-0.02000 ,-0.01333 
-0.01333 ,-0.03333 ,0.04000 ,-0.01667 ,-0.04333 ,0.01000 ,-0.03333 ,0.04667 
0.03000 ,0.02333 ,0.02333 ,-0.00667 ,0.00667 ,0.02333 ,-0.00667 ,0.01000 
0.04000 ,0.01667 ,0.03333 ,0.00667 ,-0.03667 ,0.01000 ,-0.00667 ,0.03000 
0.03000 ,0.02333 ,0.03333 ,0.04333 ,0.01000 ,-0.00667 ,0.02333 ,-0.01333 
-0.08000 ,0.03000 ,0.02333 ,0.01333 ,0.00000 ,0.01667 ,0.00333 ,-0.02667 
-0.01333 ,0.01667 ,-0.03333 ,-0.01667 ,0.00667 ,0.00667 ,0.01000 ,-0.00667 
-0.00333 ,-0.01333 ,-0.03333 ,-0.05333 ,-0.02667 ,0.02333 ,0.01000 ,-0.00667 
-0.01333 ,-0.07000 ,-0.02000 ,0.01333 ,-0.02000 ,0.03667 ,0.00333 ,-0.02000 
-0.00667 ,-0.00667 ,-0.00667 ,0.03667 ,-0.00667 ,0.01667 ,-0.00333 ,-0.12333 
-0.01333 ,-0.03333 ,-0.01333 ,0.02333 ,0.03667 ,0.02333 ,0.01000 ,0.01000 
-0.01333 ,-0.02667 ,0.01667 ,0.00667 ,-0.00667 ,-0.03000 ,0.02333 ,0.01667 
0.01667 ,0.01000 ,0.01000 ,0.01667 ,0.01667 ,-0.03000 ,0.03000 ,0.02333 
0.03000 ,-0.02667 ,0.02333 ,-0.02333 ,0.00000 ,-0.02000 ,0.02333 ,-0.02667 
0.01000 ,0.00333 ,0.00333 ,-0.01333 ,-0.00667 ,-0.02000 ,0.01000 ,-0.01333 
-0.01333 ,0.00333 ,-0.04000 ,-0.09000 ,-0.00667 ,0.01000 ,-0.02667 ,0.01000 
-0.03333 ,-0.02000 ,-0.00333 ,-0.01667 ,-0.05000 ,-0.02000 ,-0.02667 ,0.02333 
0.00333 ,-0.00333 ,-0.00333 ,0.00667 ,-0.02667 ,-0.00667 ,-0.01333 ,0.01000 
0.02333 ,-0.00667 ,0.04667 ,0.00000 ,-0.00667 ,0.01667 ,-0.00667 ,0.02333 
0.01667 ,0.01000 ,0.04000 ,0.02333 ,0.02333 ,0.00000 ,-0.02000 ,0.02333 
0.02333 ,0.03333 ,0.01000 ,0.01667 ,0.02333 ,-0.02000 ,0.02333 ,0.01667 
0.00333 ,0.01000 ,-0.00667 ,0.01333 ,-0.05667 ,0.00667 ,0.03333 ,-0.00333 
-0.01333 ,-0.03333 ,-0.02000 ,0.00667 ,-0.01333 ,0.01000 ,0.02333 ,-0.15333 
-0.03333 ,0.03000 ,-0.01333 ,-0.01333 ,-0.02000 ,0.03000 ,0.01000 ,-0.04333 
-0.05000 ,-0.04000 ,-0.06333 ,-0.01333 ,0.01000 ,0.03000 ,0.01000 ,-0.00667 
-0.02667 ,-0.04000 ,-0.02667 ,0.05333 ,0.04667 ,0.01667 ,0.03333 ,-0.00333 
-0.01333 ,-0.07333 ,0.00333 ,0.05000 ,-0.00667 ,0.00667 ,0.06333 ,0.01000 
0.01667 ,-0.00667 ,0.00333 ,0.02333 ,0.00667 ,-0.02667 ,0.03333 ,0.01000 
0.04000 ,-0.00333 ,0.01667 ,-0.11667 ,0.00667 ,-0.03000 ,-0.02000 ,0.01667 
-0.00333 ,0.00333 ,0.00333 ,-0.01333 ,-0.00667 ,-0.02000 ,-0.00667 ,0.02333 
-0.02000 ,0.01000 ,-0.00667 ,-0.00667 ,0.00000 ,-0.02000 ,-0.02667 ,-0.00667 
-0.02000 ,-0.01333 ,0.00333 ,-0.02333 ,-0.02667 ,0.01667 ,-0.02667 ,0.01000 
0.01000 ,-0.02000 ,0.00333 ,-0.03667 ,-0.04333 ,0.00667 ,-0.00333 ,0.03333 
0.03000 ,0.02333 ,0.02333 ,0.02333 ,0.05333 ,0.03667 ,-0.02667 ,0.02333 
0.03333 ,0.02333 ,0.00333 ,0.01333 ,-0.03667 ,-0.03667 ,-0.01333 ,-0.00333 
0.03333 ,0.03000 ,0.00333 ,0.03667 ,0.03667 ,-0.01333 ,0.01667 ,-0.10000 
0.06333 ,0.01667 ,0.01000 ,0.00667 ,0.00000 ,0.01000 ,0.00333 ,-0.02667 
-0.01333 ,0.01667 ,-0.04000 ,-0.07333 ,0.01000 ,0.01667 ,0.01000 ,-0.02667 
-0.02000 ,-0.00333 ,-0.01333 ,0.04333 ,-0.02667 ,0.03000 ,0.01667 ,-0.00667 
-0.02667 ,-0.11000 ,-0.00667 ,0.04333 ,0.01000 ,-0.00667 ,-0.03333 ,-0.00333 
-0.01333 ,-0.04000 ,-0.02000 ,0.04333 ,-0.02000 ,0.01000 ,0.01667 ,-0.02667 
0.00333 ,-0.00333 ,-0.00333 ,0.00000 ,0.06000 ,0.01000 ,0.01000 ,0.00333 
-0.00667 ,0.00333 ,0.01667 ,0.01333 ,0.02333 ,-0.03000 ,0.03333 ,0.01667 
0.00333 ,-0.00667 ,0.01000 ,0.00667 ,0.03000 ,-0.01333 ,0.03000 ,0.01000 
-0.02000 ,-0.04000 ,0.03333 ,-0.01333 ,-0.06000 ,0.01000 ,0.01000 ,-0.02000 
0.01000 ,0.01667 ,-0.05667 ,-0.01333 ,-0.02667 ,-0.01333 ,0.01000 ,-0.01333 
0.02333 ,0.02333 ,-0.03333 ,-0.00667 ,-0.01333 ,-0.00667 ,-0.09333 ,0.00333 
-0.00333 ,-0.04000 ,0.00333 ,0.00000 ,-0.03000 ,0.00667 ,-0.04000 ,0.01667 
-0.00333 ,0.01000 ,0.01000 ,0.00667 ,0.00000 ,0.01667 ,-0.01333 ,-0.07000 
0.01667 ,0.01000 ,0.05333 ,-0.00667 ,-0.02667 ,0.03667 ,-0.02000 ,0.01667 
0.04000 ,0.02333 ,0.04000 ,-0.00667 ,0.01000 ,-0.00667 ,0.01667 ,0.01667 
0.03333 ,0.02333 ,0.04000 ,-0.01333 ,0.02333 ,-0.02000 ,0.02333 ,0.00333 
0.00333 ,0.01000 ,-0.01333 ,-0.02333 ,0.01000 ,0.01000 ,0.01000 ,-0.01333 
-0.00333 ,-0.00667 ,-0.02000 ,-0.00667 ,0.02333 ,0.01667 ,0.03333 ,-0.02000 
-0.03333 ,-0.00333 ,-0.02000 ,0.00667 ,0.00000 ,0.04333 ,0.01667 ,-0.00333 
-0.02000 ,-0.00667 ,0.00333 ,-0.01333 ,0.01000 ,0.05333 ,-0.00333 ,0.01667 
-0.02000 ,-0.00333 ,-0.00667 ,0.01333 ,0.02333 ,0.01667 ,0.01000 ,0.00333 
-0.01333 ,-0.10000 ,-0.00333 ,-0.00667 ,0.01000 ,-0.08667 ,0.01667 ,-0.01333 
0.01000 ,-0.02000 ,0.06000 ,-0.00667 ,-0.00667 ,-0.02000 ,-0.00667 ,0.01000 
